2019-12-21 13:36:15,616 INFO  [main] com.example.microservies.discoveryserver.DiscoveryServerApplicationKt : The following profiles are active: staging
2019-12-21 13:36:16,220 WARN  [main] org.springframework.boot.actuate.endpoint.EndpointId : Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2019-12-21 13:36:16,319 INFO  [main] org.springframework.cloud.context.scope.GenericScope : BeanFactory id=8671791f-1851-3689-903f-83e6d6c6d107
2019-12-21 13:36:16,555 INFO  [main] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-21 13:36:16,660 WARN  [main] io.undertow.websockets.jsr : UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2019-12-21 13:36:16,677 INFO  [main] io.undertow.servlet : Initializing Spring embedded WebApplicationContext
2019-12-21 13:36:16,677 INFO  [main] org.springframework.web.context.ContextLoader : Root WebApplicationContext: initialization completed in 1041 ms
2019-12-21 13:36:16,726 WARN  [main] com.netflix.config.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources.
2019-12-21 13:36:16,726 INFO  [main] com.netflix.config.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-12-21 13:36:16,733 INFO  [main] com.netflix.config.DynamicPropertyFactory : DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@72a8361b
2019-12-21 13:36:17,034 WARN  [main] com.netflix.config.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources.
2019-12-21 13:36:17,034 INFO  [main] com.netflix.config.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-12-21 13:36:17,128 INFO  [main] org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor : Initializing ExecutorService 'applicationTaskExecutor'
2019-12-21 13:36:17,425 WARN  [main] org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration$BlockingLoadBalancerClientRibbonWarnLogger : You already have RibbonLoadBalancerClient on your classpath. It will be used by default. As Spring Cloud Ribbon is in maintenance mode. We recommend switching to BlockingLoadBalancerClient instead. In order to use it, set the value of `spring.cloud.loadbalancer.ribbon.enabled` to `false` or remove spring-cloud-starter-netflix-ribbon from your project.
2019-12-21 13:36:17,457 WARN  [main] org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with default default cache. You can switch to using Caffeine cache, by adding it to the classpath.
2019-12-21 13:36:17,558 INFO  [main] org.springframework.cloud.netflix.eureka.InstanceInfoFactory : Setting initial instance status as: STARTING
2019-12-21 13:36:17,579 INFO  [main] com.netflix.discovery.DiscoveryClient : Initializing Eureka in region us-east-1
2019-12-21 13:36:17,579 INFO  [main] com.netflix.discovery.DiscoveryClient : Client configured to neither register nor query for data.
2019-12-21 13:36:17,584 INFO  [main] com.netflix.discovery.DiscoveryClient : Discovery Client initialized at timestamp 1576942577583 with initial instances count: 0
2019-12-21 13:36:17,606 INFO  [main] com.netflix.eureka.DefaultEurekaServerContext : Initializing ...
2019-12-21 13:36:17,607 INFO  [main] com.netflix.eureka.cluster.PeerEurekaNodes : Adding new peer nodes [http://localhost:8761/eureka/]
2019-12-21 13:36:17,754 INFO  [main] com.netflix.discovery.provider.DiscoveryJerseyProvider : Using JSON encoding codec LegacyJacksonJson
2019-12-21 13:36:17,754 INFO  [main] com.netflix.discovery.provider.DiscoveryJerseyProvider : Using JSON decoding codec LegacyJacksonJson
2019-12-21 13:36:17,754 INFO  [main] com.netflix.discovery.provider.DiscoveryJerseyProvider : Using XML encoding codec XStreamXml
2019-12-21 13:36:17,754 INFO  [main] com.netflix.discovery.provider.DiscoveryJerseyProvider : Using XML decoding codec XStreamXml
2019-12-21 13:36:17,884 INFO  [main] com.netflix.eureka.cluster.PeerEurekaNodes : Replica node URL:  http://localhost:8761/eureka/
2019-12-21 13:36:17,889 INFO  [main] com.netflix.eureka.registry.AbstractInstanceRegistry : Finished initializing remote region registries. All known remote regions: []
2019-12-21 13:36:17,890 INFO  [main] com.netflix.eureka.DefaultEurekaServerContext : Initialized
2019-12-21 13:36:17,898 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver : Exposing 2 endpoint(s) beneath base path '/actuator'
2019-12-21 13:36:17,950 INFO  [main] org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry : Registering application DISCOVERY with eureka with status UP
2019-12-21 13:36:17,951 INFO  [Thread-10] org.springframework.cloud.netflix.eureka.server.EurekaServerBootstrap : Setting the eureka configuration..
2019-12-21 13:36:17,952 INFO  [Thread-10] org.springframework.cloud.netflix.eureka.server.EurekaServerBootstrap : Eureka data center value eureka.datacenter is not set, defaulting to default
2019-12-21 13:36:17,953 INFO  [Thread-10] org.springframework.cloud.netflix.eureka.server.EurekaServerBootstrap : Eureka environment value eureka.environment is not set, defaulting to test
2019-12-21 13:36:17,959 INFO  [Thread-10] org.springframework.cloud.netflix.eureka.server.EurekaServerBootstrap : isAws returned false
2019-12-21 13:36:17,960 INFO  [Thread-10] org.springframework.cloud.netflix.eureka.server.EurekaServerBootstrap : Initialized server context
2019-12-21 13:36:17,960 INFO  [Thread-10] com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl : Got 1 instances from neighboring DS node
